,PROPERTY_ID,DATE,WiFi Occupants,Workpoint Capacity
5253,TWNAKANG,2020-01-21,0,272
5254,NRA1933,2020-01-21,42,500
5255,CNZGCDBW,2020-01-21,158,2724
5256,AUBALLAR,2020-01-21,125,363
5257,AUBALLAR,2020-01-20,130,363
5258,CNZGCDBW,2020-01-20,192,2724
5259,NRA1933,2020-01-20,39,500
5260,US151870,2020-01-20,49,228
5261,TWNAKANG,2020-01-20,0,272
5262,TWNAKANG,2020-01-17,0,272
5263,CNZGCDBW,2020-01-17,0,2724
5264,US151870,2020-01-17,0,228
5265,NRA1933,2020-01-17,0,500
5266,AUBALLAR,2020-01-17,2,363
5267,US151870,2020-01-16,82,228
5268,AUBALLAR,2020-01-16,110,363
5269,NRA1933,2020-01-16,22,500
5270,TWNAKANG,2020-01-16,0,272
5271,CNZGCDBW,2020-01-16,230,2724
5272,NRA1933,2020-01-15,44,500
5273,CNZGCDBW,2020-01-15,310,2724
5274,TWNAKANG,2020-01-15,0,272
5275,AUBALLAR,2020-01-15,123,363
5276,US151870,2020-01-15,96,228
5277,US151870,2020-01-14,142,228
5278,TWNAKANG,2020-01-14,0,272
5279,CNZGCDBW,2020-01-14,266,2724
5280,AUBALLAR,2020-01-14,103,363
5281,NRA1933,2020-01-14,28,500
5282,US151870,2020-01-13,99,228
5283,CNZGCDBW,2020-01-13,262,2724
5284,NRA1933,2020-01-13,31,500
5285,AUBALLAR,2020-01-13,129,363
5286,TWNAKANG,2020-01-13,0,272
5287,CNZGCDBW,2020-01-10,358,2724
5288,TWNAKANG,2020-01-10,0,272
5289,NRA1933,2020-01-10,38,500
5290,AUBALLAR,2020-01-10,119,363
5291,US151870,2020-01-10,67,228
5292,AUBALLAR,2020-01-09,116,363
5293,CNZGCDBW,2020-01-09,300,2724
5294,NRA1933,2020-01-09,44,500
5295,TWNAKANG,2020-01-09,0,272
5296,US151870,2020-01-09,120,228
5297,TWNAKANG,2020-01-08,0,272
5298,NRA1933,2020-01-08,35,500
5299,CNZGCDBW,2020-01-08,331,2724
5300,US151870,2020-01-08,101,228
5301,AUBALLAR,2020-01-08,125,363
5302,TWNAKANG,2020-01-07,0,272
5303,CNZGCDBW,2020-01-07,304,2724
5304,NRA1933,2020-01-07,36,500
5305,US151870,2020-01-07,101,228
5306,AUBALLAR,2020-01-07,140,363
5307,CNZGCDBW,2020-01-06,325,2724
5308,NRA1933,2020-01-06,25,500
5309,US151870,2020-01-06,79,228
5310,AUBALLAR,2020-01-06,122,363
5311,TWNAKANG,2020-01-06,0,272
5312,TWNAKANG,2020-01-03,0,272
5313,AUBALLAR,2020-01-03,65,363
5314,CNZGCDBW,2020-01-03,252,2724
5315,US151870,2020-01-03,45,228
5316,NRA1933,2020-01-03,35,500
5317,TWNAKANG,2020-01-02,0,272
5318,US151870,2020-01-02,58,228
5319,CNZGCDBW,2020-01-02,239,2724
5320,AUBALLAR,2020-01-02,69,363
5321,NRA1933,2020-01-02,39,500
5322,US151870,2020-01-01,3,228
5323,AUBALLAR,2020-01-01,6,363
5324,TWNAKANG,2020-01-01,0,272
5325,CNZGCDBW,2020-01-01,23,2724
5326,NRA1933,2020-01-01,3,500
5327,CNZGCDBW,2019-12-31,191,2724
5328,TWNAKANG,2019-12-31,0,272
5329,NRA1933,2019-12-31,26,500
5330,AUBALLAR,2019-12-31,35,363
5331,US151870,2019-12-31,5,228
5332,US151870,2019-12-30,18,228
5333,AUBALLAR,2019-12-30,31,363
5334,NRA1933,2019-12-30,29,500
5335,TWNAKANG,2019-12-30,0,272
5336,CNZGCDBW,2019-12-30,263,2724
5337,TWNAKANG,2019-12-27,0,272
5338,CNZGCDBW,2019-12-27,262,2724
5339,NRA1933,2019-12-27,21,500
5340,US151870,2019-12-27,10,228
5341,AUBALLAR,2019-12-27,28,363
5342,NRA1933,2019-12-26,21,500
5343,TWNAKANG,2019-12-26,0,272
5344,AUBALLAR,2019-12-26,5,363
5345,CNZGCDBW,2019-12-26,257,2724
5346,US151870,2019-12-26,8,228
5347,US151870,2019-12-25,4,228
5348,TWNAKANG,2019-12-25,0,272
5349,AUBALLAR,2019-12-25,7,363
5350,NRA1933,2019-12-25,6,500
5351,CNZGCDBW,2019-12-25,35,2724
5352,AUBALLAR,2019-12-24,50,363
5353,CNZGCDBW,2019-12-24,286,2724
5354,TWNAKANG,2019-12-24,0,272
5355,US151870,2019-12-24,5,228
5356,NRA1933,2019-12-24,11,500
5357,AUBALLAR,2019-12-23,64,363
5358,US151870,2019-12-23,18,228
5359,NRA1933,2019-12-23,19,500
5360,TWNAKANG,2019-12-23,0,272
5361,CNZGCDBW,2019-12-23,298,2724
5362,AUBALLAR,2019-12-20,121,363
5363,TWNAKANG,2019-12-20,0,272
5364,US151870,2019-12-20,66,228
5365,NRA1933,2019-12-20,25,500
5366,CNZGCDBW,2019-12-20,289,2724
5367,CNZGCDBW,2019-12-19,289,2724
5368,US151870,2019-12-19,122,228
5369,TWNAKANG,2019-12-19,0,272
5370,AUBALLAR,2019-12-19,121,363
5371,NRA1933,2019-12-19,29,500
5372,NRA1933,2019-12-18,29,500
5373,US151870,2019-12-18,119,228
5374,AUBALLAR,2019-12-18,148,363
5375,CNZGCDBW,2019-12-18,320,2724
5376,TWNAKANG,2019-12-18,0,272
5377,AUBALLAR,2019-12-17,147,363
5378,CNZGCDBW,2019-12-17,321,2724
5379,US151870,2019-12-17,101,228
5380,TWNAKANG,2019-12-17,0,272
5381,NRA1933,2019-12-17,28,500
5382,NRA1933,2019-12-16,18,500
5383,US151870,2019-12-16,81,228
5384,AUBALLAR,2019-12-16,143,363
5385,CNZGCDBW,2019-12-16,307,2724
5386,TWNAKANG,2019-12-16,0,272
5387,TWNAKANG,2019-12-13,0,272
5388,US151870,2019-12-13,69,228
5389,NRA1933,2019-12-13,27,500
5390,CNZGCDBW,2019-12-13,297,2724
5391,AUBALLAR,2019-12-13,141,363
5392,CNZGCDBW,2019-12-12,297,2724
5393,US151870,2019-12-12,117,228
5394,AUBALLAR,2019-12-12,118,363
5395,NRA1933,2019-12-12,30,500
5396,TWNAKANG,2019-12-12,0,272
5397,TWNAKANG,2019-12-11,0,272
5398,AUBALLAR,2019-12-11,128,363
5399,NRA1933,2019-12-11,26,500
5400,CNZGCDBW,2019-12-11,322,2724
5401,US151870,2019-12-11,117,228
5402,CNZGCDBW,2019-12-10,323,2724
5403,NRA1933,2019-12-10,38,500
5404,US151870,2019-12-10,118,228
5405,AUBALLAR,2019-12-10,134,363
5406,TWNAKANG,2019-12-10,0,272
5407,TWNAKANG,2019-12-09,0,272
5408,AUBALLAR,2019-12-09,139,363
5409,NRA1933,2019-12-09,27,500
5410,US151870,2019-12-09,91,228
5411,CNZGCDBW,2019-12-09,317,2724
5412,AUBALLAR,2019-12-06,139,363
5413,NRA1933,2019-12-06,29,500
5414,TWNAKANG,2019-12-06,0,272
5415,CNZGCDBW,2019-12-06,320,2724
5416,US151870,2019-12-06,65,228
5417,CNZGCDBW,2019-12-05,295,2724
5418,US151870,2019-12-05,106,228
5419,NRA1933,2019-12-05,34,500
5420,TWNAKANG,2019-12-05,0,272
5421,AUBALLAR,2019-12-05,103,363
5422,TWNAKANG,2019-12-04,0,272
5423,CNZGCDBW,2019-12-04,270,2724
5424,US151870,2019-12-04,97,228
5425,AUBALLAR,2019-12-04,124,363
5426,NRA1933,2019-12-04,26,500
5427,US151870,2019-12-03,82,228
5428,AUBALLAR,2019-12-03,144,363
5429,CNZGCDBW,2019-12-03,283,2724
5430,NRA1933,2019-12-03,26,500
5431,TWNAKANG,2019-12-03,0,272
5432,US151870,2019-12-02,61,228
5433,AUBALLAR,2019-12-02,117,363
5434,TWNAKANG,2019-12-02,0,272
5435,CNZGCDBW,2019-12-02,311,2724
5436,NRA1933,2019-12-02,26,500
5437,TWNAKANG,2019-11-29,0,272
5438,US151870,2019-11-29,4,228
5439,AUBALLAR,2019-11-29,128,363
5440,NRA1933,2019-11-29,8,500
5441,CNZGCDBW,2019-11-29,246,2724
5442,CNZGCDBW,2019-11-28,281,2724
5443,US151870,2019-11-28,4,228
5444,NRA1933,2019-11-28,8,500
5445,AUBALLAR,2019-11-28,126,363
5446,TWNAKANG,2019-11-28,0,272
5447,US151870,2019-11-27,19,228
5448,TWNAKANG,2019-11-27,0,272
5449,CNZGCDBW,2019-11-27,307,2724
5450,AUBALLAR,2019-11-27,136,363
5451,NRA1933,2019-11-27,32,500
5452,TWNAKANG,2019-11-26,0,272
5453,NRA1933,2019-11-26,25,500
5454,US151870,2019-11-26,79,228
5455,AUBALLAR,2019-11-26,140,363
5456,CNZGCDBW,2019-11-26,332,2724
5457,NRA1933,2019-11-25,30,500
5458,CNZGCDBW,2019-11-25,325,2724
5459,AUBALLAR,2019-11-25,140,363
5460,TWNAKANG,2019-11-25,0,272
5461,US151870,2019-11-25,88,228
5462,NRA1933,2019-11-22,0,500
5463,TWNAKANG,2019-11-22,0,272
5464,US151870,2019-11-22,0,228
5465,CNZGCDBW,2019-11-22,0,2724
5466,NRA1933,2019-11-21,0,500
5467,TWNAKANG,2019-11-21,0,272
5468,US151870,2019-11-21,0,228
5469,CNZGCDBW,2019-11-21,0,2724
5470,CNZGCDBW,2019-11-20,238,2724
5471,TWNAKANG,2019-11-20,0,272
5472,AUBALLAR,2019-11-20,121,363
5473,NRA1933,2019-11-19,38,500
5474,TWNAKANG,2019-11-19,0,272
5475,CNZGCDBW,2019-11-19,340,2724
5476,US151870,2019-11-19,117,228
5477,AUBALLAR,2019-11-19,151,363
5478,TWNAKANG,2019-11-18,0,272
5479,CNZGCDBW,2019-11-18,309,2724
5480,NRA1933,2019-11-18,42,500
5481,US151870,2019-11-18,93,228
5482,AUBALLAR,2019-11-18,132,363
5483,US151870,2019-11-15,64,228
5484,AUBALLAR,2019-11-15,143,363
5485,TWNAKANG,2019-11-15,0,272
5486,NRA1933,2019-11-15,32,500
5487,CNZGCDBW,2019-11-15,327,2724
5488,CNZGCDBW,2019-11-14,290,2724
5489,AUBALLAR,2019-11-14,98,363
5490,US151870,2019-11-14,105,228
5491,TWNAKANG,2019-11-14,0,272
5492,NRA1933,2019-11-14,29,500
5493,US151870,2019-11-13,85,228
5494,CNZGCDBW,2019-11-13,268,2724
5495,TWNAKANG,2019-11-13,0,272
5496,NRA1933,2019-11-13,29,500
5497,AUBALLAR,2019-11-13,112,363
5498,AUBALLAR,2019-11-12,115,363
5499,TWNAKANG,2019-11-12,0,272
5500,CNZGCDBW,2019-11-12,290,2724
5501,NRA1933,2019-11-12,22,500
5502,US151870,2019-11-12,113,228
5503,NRA1933,2019-11-11,25,500
5504,CNZGCDBW,2019-11-11,326,2724
5505,US151870,2019-11-11,67,228
5506,TWNAKANG,2019-11-11,0,272
5507,AUBALLAR,2019-11-11,132,363
5508,AUBALLAR,2019-11-08,67,363
5509,US151870,2019-11-08,88,228
5510,TWNAKANG,2019-11-08,0,272
5511,NRA1933,2019-11-08,36,500
5512,CNZGCDBW,2019-11-08,335,2724
5513,CNZGCDBW,2019-11-07,323,2724
5514,TWNAKANG,2019-11-07,0,272
5515,AUBALLAR,2019-11-07,108,363
5516,NRA1933,2019-11-07,31,500
5517,US151870,2019-11-07,89,228
5518,TWNAKANG,2019-11-06,0,272
5519,US151870,2019-11-06,107,228
5520,CNZGCDBW,2019-11-06,328,2724
5521,AUBALLAR,2019-11-06,155,363
5522,NRA1933,2019-11-06,39,500
5523,AUBALLAR,2019-11-05,106,363
5524,NRA1933,2019-11-05,31,500
5525,CNZGCDBW,2019-11-05,338,2724
5526,TWNAKANG,2019-11-05,0,272
5527,US151870,2019-11-05,117,228
5528,US151870,2019-11-04,89,228
5529,NRA1933,2019-11-04,30,500
5530,CNZGCDBW,2019-11-04,316,2724
5531,TWNAKANG,2019-11-04,0,272
5532,AUBALLAR,2019-11-04,126,363
5533,US151870,2019-11-01,65,228
5534,TWNAKANG,2019-11-01,0,272
5535,NRA1933,2019-11-01,38,500
5536,AUBALLAR,2019-11-01,183,363
5537,CNZGCDBW,2019-11-01,297,2724
5538,AUBALLAR,2019-10-31,159,363
5539,CNZGCDBW,2019-10-31,349,2724
5540,TWNAKANG,2019-10-31,0,272
5541,NRA1933,2019-10-31,40,500
5542,US151870,2019-10-31,99,228
5543,TWNAKANG,2019-10-30,0,272
5544,US151870,2019-10-30,113,228
5545,AUBALLAR,2019-10-30,186,363
5546,NRA1933,2019-10-30,47,500
5547,CNZGCDBW,2019-10-30,341,2724
5548,CNZGCDBW,2019-10-29,320,2724
5549,AUBALLAR,2019-10-29,158,363
5550,US151870,2019-10-29,128,228
5551,TWNAKANG,2019-10-29,0,272
5552,NRA1933,2019-10-29,43,500
5553,TWNAKANG,2019-10-28,0,272
5554,AUBALLAR,2019-10-28,168,363
5555,NRA1933,2019-10-28,34,500
5556,US151870,2019-10-28,107,228
5557,CNZGCDBW,2019-10-28,318,2740
5558,NRA1933,2019-10-25,33,500
5559,AUBALLAR,2019-10-25,52,363
5560,TWNAKANG,2019-10-25,0,272
5561,CNZGCDBW,2019-10-25,199,2740
5562,US151870,2019-10-25,61,228
5563,NRA1933,2019-10-24,6,500
5564,TWNAKANG,2019-10-24,0,272
5565,US151870,2019-10-24,3,228
5566,AUBALLAR,2019-10-24,133,363
5567,CNZGCDBW,2019-10-24,306,2740
5568,AUBALLAR,2019-10-23,155,363
5569,TWNAKANG,2019-10-23,0,272
5570,US151870,2019-10-23,101,228
5571,NRA1933,2019-10-23,33,500
5572,CNZGCDBW,2019-10-23,414,2740
5573,CNZGCDBW,2019-10-22,366,2740
5574,NRA1933,2019-10-22,9,500
5575,AUBALLAR,2019-10-22,174,363
5576,US151870,2019-10-22,6,228
5577,TWNAKANG,2019-10-22,0,272
5578,NRA1933,2019-10-21,37,500
5579,AUBALLAR,2019-10-21,191,363
5580,TWNAKANG,2019-10-21,0,272
5581,US151870,2019-10-21,97,228
5582,CNZGCDBW,2019-10-21,419,2740
5583,NRA1933,2019-10-18,33,500
5584,US151870,2019-10-18,69,228
5585,AUBALLAR,2019-10-18,176,363
5586,TWNAKANG,2019-10-18,0,272
5587,CNZGCDBW,2019-10-18,356,2740
5588,CNZGCDBW,2019-10-17,395,2740
5589,NRA1933,2019-10-17,37,500
5590,AUBALLAR,2019-10-17,168,363
5591,TWNAKANG,2019-10-17,0,272
5592,US151870,2019-10-17,98,228
5593,AUBALLAR,2019-10-16,174,363
5594,US151870,2019-10-16,105,228
5595,CNZGCDBW,2019-10-16,375,2740
5596,TWNAKANG,2019-10-16,0,272
5597,NRA1933,2019-10-16,40,500
5598,AUBALLAR,2019-10-15,150,363
5599,US151870,2019-10-15,126,228
5600,NRA1933,2019-10-15,40,500
5601,TWNAKANG,2019-10-15,0,272
5602,CNZGCDBW,2019-10-15,365,2740
5603,US151870,2019-10-14,63,228
5604,TWNAKANG,2019-10-14,0,272
5605,NRA1933,2019-10-14,13,500
5606,CNZGCDBW,2019-10-14,2,2740
5607,AUBALLAR,2019-10-11,144,363
5608,TWNAKANG,2019-10-11,0,272
5609,NRA1933,2019-10-11,34,500
5610,US151870,2019-10-11,66,228
5611,CNZGCDBW,2019-10-11,326,2740
5612,CNZGCDBW,2019-10-10,320,2740
5613,US151870,2019-10-10,115,228
5614,AUBALLAR,2019-10-10,150,363
5615,TWNAKANG,2019-10-10,0,272
5616,NRA1933,2019-10-10,33,500
5617,AUBALLAR,2019-10-09,155,363
5618,US151870,2019-10-09,124,228
5619,NRA1933,2019-10-09,29,500
5620,TWNAKANG,2019-10-09,0,272
5621,CNZGCDBW,2019-10-09,310,2740
5622,US151870,2019-10-08,139,228
5623,TWNAKANG,2019-10-08,0,272
5624,CNZGCDBW,2019-10-08,271,2740
5625,NRA1933,2019-10-08,36,500
5626,AUBALLAR,2019-10-08,162,363
5627,AUBALLAR,2019-10-07,144,363
5628,NRA1933,2019-10-07,34,500
5629,TWNAKANG,2019-10-07,0,272
5630,CNZGCDBW,2019-10-07,15,2740
5631,US151870,2019-10-07,116,228
5632,AUBALLAR,2019-10-04,162,363
5633,CNZGCDBW,2019-10-04,3,2740
5634,NRA1933,2019-10-04,28,500
5635,TWNAKANG,2019-10-04,0,272
5636,US151870,2019-10-04,85,228
5637,NRA1933,2019-10-03,31,500
5638,US151870,2019-10-03,122,228
5639,TWNAKANG,2019-10-03,0,272
5640,AUBALLAR,2019-10-03,150,363
5641,CNZGCDBW,2019-10-03,4,2740
5642,NRA1933,2019-10-02,29,500
5643,US151870,2019-10-02,117,228
5644,TWNAKANG,2019-10-02,0,272
5645,AUBALLAR,2019-10-02,162,363
5646,CNZGCDBW,2019-10-02,6,2740
5647,NRA1933,2019-10-01,36,500
5648,AUBALLAR,2019-10-01,155,363
5649,US151870,2019-10-01,156,228
5650,CNZGCDBW,2019-10-01,7,2740
5651,TWNAKANG,2019-10-01,0,272
5652,NRA1933,2019-09-30,33,500
5653,CNZGCDBW,2019-09-30,151,2740
5654,US151870,2019-09-30,109,228
5655,TWNAKANG,2019-09-30,0,272
5656,AUBALLAR,2019-09-30,138,363
5657,AUBALLAR,2019-09-27,29,363
5658,TWNAKANG,2019-09-27,0,272
5659,US151870,2019-09-27,77,228
5660,CNZGCDBW,2019-09-27,289,2740
5661,NRA1933,2019-09-27,37,500
5662,AUBALLAR,2019-09-26,139,363
5663,CNZGCDBW,2019-09-26,352,2740
5664,TWNAKANG,2019-09-26,0,272
5665,NRA1933,2019-09-26,31,500
5666,US151870,2019-09-26,136,228
5667,NRA1933,2019-09-25,39,500
5668,TWNAKANG,2019-09-25,0,272
5669,CNZGCDBW,2019-09-25,368,2740
5670,US151870,2019-09-25,112,228
5671,AUBALLAR,2019-09-25,125,363
5672,TWNAKANG,2019-09-24,0,272
5673,US151870,2019-09-24,129,228
5674,NRA1933,2019-09-24,38,500
5675,AUBALLAR,2019-09-24,141,363
5676,CNZGCDBW,2019-09-24,349,2740
5677,CNZGCDBW,2019-09-23,347,2740
5678,TWNAKANG,2019-09-23,0,272
5679,NRA1933,2019-09-23,40,500
5680,AUBALLAR,2019-09-23,137,363
5681,US151870,2019-09-23,104,228
5682,CNZGCDBW,2019-09-20,421,2740
5683,NRA1933,2019-09-20,39,500
5684,TWNAKANG,2019-09-20,0,272
5685,AUBALLAR,2019-09-20,145,363
5686,US151870,2019-09-20,71,228
5687,CNZGCDBW,2019-09-19,369,2740
5688,US151870,2019-09-19,128,228
5689,AUBALLAR,2019-09-19,134,363
5690,NRA1933,2019-09-19,37,500
5691,TWNAKANG,2019-09-19,0,272
5692,AUBALLAR,2019-09-18,156,363
5693,TWNAKANG,2019-09-18,0,272
5694,CNZGCDBW,2019-09-18,383,2740
5695,NRA1933,2019-09-18,33,500
5696,US151870,2019-09-18,106,228
5697,CNZGCDBW,2019-09-17,386,2740
5698,AUBALLAR,2019-09-17,155,363
5699,NRA1933,2019-09-17,42,500
5700,US151870,2019-09-17,123,228
5701,TWNAKANG,2019-09-17,0,272
5702,US151870,2019-09-16,105,228
5703,TWNAKANG,2019-09-16,0,272
5704,CNZGCDBW,2019-09-16,331,2740
5705,NRA1933,2019-09-16,42,500
5706,AUBALLAR,2019-09-16,149,363
5707,TWNAKANG,2019-09-13,0,272
5708,CNZGCDBW,2019-09-13,21,2740
5709,US151870,2019-09-13,69,228
5710,AUBALLAR,2019-09-13,148,363
5711,NRA1933,2019-09-13,38,500
5712,US151870,2019-09-12,135,228
5713,NRA1933,2019-09-12,42,500
5714,CNZGCDBW,2019-09-12,299,2740
5715,TWNAKANG,2019-09-12,0,272
5716,AUBALLAR,2019-09-12,134,363
5717,US151870,2019-09-11,130,228
5718,NRA1933,2019-09-11,42,500
5719,CNZGCDBW,2019-09-11,322,2740
5720,TWNAKANG,2019-09-11,0,272
5721,AUBALLAR,2019-09-11,169,363
5722,AUBALLAR,2019-09-10,155,363
5723,NRA1933,2019-09-10,40,500
5724,TWNAKANG,2019-09-10,0,272
5725,CNZGCDBW,2019-09-10,327,2740
5726,US151870,2019-09-10,141,228
5727,US151870,2019-09-09,104,228
5728,NRA1933,2019-09-09,40,500
5729,AUBALLAR,2019-09-09,156,363
5730,TWNAKANG,2019-09-09,0,272
5731,CNZGCDBW,2019-09-09,343,2740
5732,CNZGCDBW,2019-09-06,279,2740
5733,TWNAKANG,2019-09-06,0,272
5734,AUBALLAR,2019-09-06,103,363
5735,US151870,2019-09-06,90,228
5736,NRA1933,2019-09-06,26,500
5737,CNZGCDBW,2019-09-05,334,2740
5738,AUBALLAR,2019-09-05,158,363
5739,US151870,2019-09-05,152,228
5740,NRA1933,2019-09-05,32,500
5741,TWNAKANG,2019-09-05,0,272
5742,NRA1933,2019-09-04,42,500
5743,AUBALLAR,2019-09-04,159,363
5744,CNZGCDBW,2019-09-04,367,2740
5745,TWNAKANG,2019-09-04,0,272
5746,US151870,2019-09-04,125,228
5747,NRA1933,2019-09-03,47,500
5748,US151870,2019-09-03,109,228
5749,TWNAKANG,2019-09-03,0,272
5750,AUBALLAR,2019-09-03,143,363
5751,CNZGCDBW,2019-09-03,355,2740
5752,AUBALLAR,2019-09-02,40,363
5753,NRA1933,2019-09-02,14,500
5754,CNZGCDBW,2019-09-02,203,2740
5755,TWNAKANG,2019-09-02,0,272
5756,US151870,2019-09-02,2,228
5757,TWNAKANG,2019-08-30,0,272
5758,NRA1933,2019-08-30,0,500
5759,US151870,2019-08-30,0,228
5760,CNZGCDBW,2019-08-30,4,2740
5761,AUBALLAR,2019-08-30,4,363
5762,AUBALLAR,2019-08-29,174,363
5763,US151870,2019-08-29,129,228
5764,NRA1933,2019-08-29,24,500
5765,TWNAKANG,2019-08-29,0,272
5766,CNZGCDBW,2019-08-29,277,2740
5767,TWNAKANG,2019-08-28,0,272
5768,NRA1933,2019-08-28,31,500
5769,CNZGCDBW,2019-08-28,360,2740
5770,AUBALLAR,2019-08-28,170,363
5771,US151870,2019-08-28,120,228
5772,NRA1933,2019-08-27,31,500
5773,US151870,2019-08-27,117,228
5774,TWNAKANG,2019-08-27,0,272
5775,CNZGCDBW,2019-08-27,365,2740
5776,AUBALLAR,2019-08-27,166,363
5777,AUBALLAR,2019-08-26,172,363
5778,TWNAKANG,2019-08-26,0,272
5779,CNZGCDBW,2019-08-26,319,2740
5780,US151870,2019-08-26,120,228
5781,NRA1933,2019-08-26,24,500
5782,US151870,2019-08-23,50,228
5783,NRA1933,2019-08-23,28,500
5784,CNZGCDBW,2019-08-23,267,2740
5785,TWNAKANG,2019-08-23,0,272
5786,AUBALLAR,2019-08-23,182,363
5787,CNZGCDBW,2019-08-22,337,2740
5788,NRA1933,2019-08-22,29,500
5789,TWNAKANG,2019-08-22,0,272
5790,AUBALLAR,2019-08-22,147,363
5791,US151870,2019-08-22,109,228
5792,TWNAKANG,2019-08-21,0,272
5793,AUBALLAR,2019-08-21,156,363
5794,NRA1933,2019-08-21,28,500
5795,US151870,2019-08-21,111,228
5796,CNZGCDBW,2019-08-21,326,2740
5797,NRA1933,2019-08-20,20,500
5798,US151870,2019-08-20,121,228
5799,CNZGCDBW,2019-08-20,308,2740
5800,AUBALLAR,2019-08-20,148,363
5801,TWNAKANG,2019-08-20,0,272
5802,NRA1933,2019-08-19,27,500
5803,TWNAKANG,2019-08-19,0,272
5804,CNZGCDBW,2019-08-19,304,2740
5805,US151870,2019-08-19,112,228
5806,AUBALLAR,2019-08-19,170,363
5807,NRA1933,2019-08-16,31,500
5808,CNZGCDBW,2019-08-16,268,2740
5809,TWNAKANG,2019-08-16,0,272
5810,US151870,2019-08-16,51,228
5811,AUBALLAR,2019-08-16,167,363
5812,US151870,2019-08-15,117,228
5813,NRA1933,2019-08-15,35,500
5814,TWNAKANG,2019-08-15,0,272
5815,AUBALLAR,2019-08-15,156,363
5816,CNZGCDBW,2019-08-15,313,2740
5817,US151870,2019-08-14,104,228
5818,AUBALLAR,2019-08-14,175,363
5819,NRA1933,2019-08-14,31,500
5820,CNZGCDBW,2019-08-14,314,2740
5821,TWNAKANG,2019-08-14,0,272
5822,CNZGCDBW,2019-08-13,299,2740
5823,NRA1933,2019-08-13,27,500
5824,US151870,2019-08-13,127,228
5825,TWNAKANG,2019-08-13,0,272
5826,AUBALLAR,2019-08-13,166,363
5827,NRA1933,2019-08-12,31,500
5828,TWNAKANG,2019-08-12,0,272
5829,AUBALLAR,2019-08-12,147,363
5830,CNZGCDBW,2019-08-12,314,2740
5831,US151870,2019-08-12,98,228
5832,NRA1933,2019-08-09,26,500
5833,US151870,2019-08-09,56,228
5834,AUBALLAR,2019-08-09,162,363
5835,CNZGCDBW,2019-08-09,259,2740
5836,TWNAKANG,2019-08-09,0,272
5837,US151870,2019-08-08,119,228
5838,TWNAKANG,2019-08-08,0,272
5839,AUBALLAR,2019-08-08,160,363
5840,CNZGCDBW,2019-08-08,313,2740
5841,NRA1933,2019-08-08,28,500
5842,NRA1933,2019-08-07,29,500
5843,TWNAKANG,2019-08-07,0,272
5844,CNZGCDBW,2019-08-07,325,2740
5845,AUBALLAR,2019-08-07,153,363
5846,US151870,2019-08-07,135,228
5847,TWNAKANG,2019-08-06,0,272
5848,NRA1933,2019-08-06,24,500
5849,AUBALLAR,2019-08-06,175,363
5850,US151870,2019-08-06,117,228
5851,CNZGCDBW,2019-08-06,284,2740
5852,CNZGCDBW,2019-08-05,284,2740
5853,TWNAKANG,2019-08-05,0,272
5854,US151870,2019-08-05,108,228
5855,NRA1933,2019-08-05,34,500
5856,AUBALLAR,2019-08-05,176,363
5857,US151870,2019-08-02,100,228
5858,NRA1933,2019-08-02,34,500
5859,CNZGCDBW,2019-08-02,224,2740
5860,TWNAKANG,2019-08-02,0,272
5861,AUBALLAR,2019-08-02,154,363
5862,TWNAKANG,2019-08-01,0,272
5863,AUBALLAR,2019-08-01,117,363
5864,US151870,2019-08-01,135,228
5865,NRA1933,2019-08-01,28,500
5866,CNZGCDBW,2019-08-01,284,2740
5867,NRA1933,2019-07-31,24,500
5868,AUBALLAR,2019-07-31,169,363
5869,US151870,2019-07-31,103,228
5870,TWNAKANG,2019-07-31,0,272
5871,CNZGCDBW,2019-07-31,277,2740
5872,US151870,2019-07-30,133,228
5873,AUBALLAR,2019-07-30,166,363
5874,NRA1933,2019-07-30,25,500
5875,CNZGCDBW,2019-07-30,313,2740
5876,TWNAKANG,2019-07-30,0,272
5877,CNZGCDBW,2019-07-29,272,2740
5878,AUBALLAR,2019-07-29,162,363
5879,NRA1933,2019-07-29,31,500
5880,US151870,2019-07-29,94,228
5881,TWNAKANG,2019-07-29,0,272
5882,US151870,2019-07-26,45,228
5883,NRA1933,2019-07-26,30,500
5884,TWNAKANG,2019-07-26,0,272
5885,CNZGCDBW,2019-07-26,283,2740
5886,AUBALLAR,2019-07-26,160,363
5887,US151870,2019-07-25,112,228
5888,AUBALLAR,2019-07-25,156,363
5889,CNZGCDBW,2019-07-25,286,2740
5890,NRA1933,2019-07-25,24,500
5891,TWNAKANG,2019-07-25,0,272
5892,CNZGCDBW,2019-07-24,318,2740
5893,AUBALLAR,2019-07-24,153,363
5894,TWNAKANG,2019-07-24,0,272
5895,US151870,2019-07-24,115,228
5896,NRA1933,2019-07-24,30,500
5897,NRA1933,2019-07-23,25,500
5898,US151870,2019-07-23,107,228
5899,TWNAKANG,2019-07-23,0,272
5900,CNZGCDBW,2019-07-23,388,2740
5901,AUBALLAR,2019-07-23,176,363
5902,NRA1933,2019-07-22,28,500
5903,AUBALLAR,2019-07-22,154,363
5904,US151870,2019-07-22,87,228
5905,TWNAKANG,2019-07-22,0,272
5906,CNZGCDBW,2019-07-22,333,2740
5907,NRA1933,2019-07-19,18,500
5908,TWNAKANG,2019-07-19,0,272
5909,US151870,2019-07-19,49,228
5910,AUBALLAR,2019-07-19,4,363
